 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016
73 1.58524e+10 2.49268e+10 2.88743e+10 2.08691e+10 5.60224e+10 1.98415e+10 8.22921e+09 2.21869e+10 2.38097e+10 4.41846e+10 2.58269e+10 3.13637e+10 2.29557e+10 1.99406e+10 3.90487e+10 2.25943e+10 3.3681e+10
74 3.2151e+10 2.44005e+10 2.81371e+10 2.24949e+10 3.80756e+10 2.07736e+10 3.61439e+10 2.60519e+10 2.66062e+10 3.68388e+10 3.10212e+10 2.93672e+10 2.22616e+10 1.63047e+10 4.23714e+10 3.83819e+10 3.44471e+10
75 3.79874e+10 2.45008e+10 3.90257e+10 2.77099e+10 4.3556e+10 2.8092e+10 4.44208e+10 2.3751e+10 2.77852e+10 1.35363e+10 2.09224e+10 3.14642e+10 2.255e+10 3.3708e+10 3.20817e+10 2.98658e+10 4.14997e+10
76 3.60501e+10 2.21662e+10 4.2002e+10 5.31155e+10 3.53775e+10 3.62328e+10 4.65321e+10 1.60568e+10 2.94677e+10 2.43965e+10 1.93929e+10 2.97995e+10 4.54979e+10 1.93475e+10 2.82521e+10 2.01921e+10 4.82083e+10
77 6.17534e+10 1.63332e+10 4.67294e+10 4.15599e+10 2.22988e+10 4.86573e+10 5.92527e+10 1.51665e+10 2.63952e+10 1.81086e+10 2.55278e+10 1.82793e+10 5.7528e+10 3.38106e+10 1.52257e+10 3.7494e+10 4.08244e+10
78 9.23889e+10 1.92345e+10 1.75727e+10 2.00131e+10 2.31718e+10 3.68355e+10 4.83703e+10 1.3023e+10 3.09805e+10 1.705e+10 2.05716e+10 2.02907e+10 5.8684e+10 3.26289e+10 1.56904e+10 3.56016e+10 4.22266e+10
79 6.46661e+10 2.69789e+10 1.00159e+10 2.33694e+10 3.82886e+10 3.05846e+10 4.5523e+10 1.72024e+10 4.78731e+10 2.02644e+10 2.08261e+10 2.76139e+10 7.37119e+10 3.36457e+10 2.91029e+10 1.80336e+10 4.35759e+10
80 5.50723e+10 1.78381e+10 2.09081e+10 1.88402e+10 3.95133e+10 2.90034e+10 3.87963e+10 2.34193e+10 6.51364e+10 1.38163e+10 1.44417e+10 2.65703e+10 3.8051e+10 1.20873e+10 4.43536e+10 2.93586e+10 3.66338e+10
81 6.21318e+10 2.34063e+10 1.73685e+10 2.08179e+10 1.49282e+10 3.81436e+10 4.29553e+10 2.66287e+10 5.33221e+10 3.91314e+10 1.7038e+10 2.86871e+10 3.56622e+10 1.87438e+10 4.25792e+10 2.09039e+10 2.93789e+10
82 4.98745e+10 2.41646e+10 1.99753e+10 2.53583e+10 1.06277e+10 2.90847e+10 4.85267e+10 1.89856e+10 4.57442e+10 3.79754e+10 2.31499e+10 2.75753e+10 2.88926e+10 6.33447e+10 5.00581e+10 2.33501e+10 3.71344e+10
83 5.01641e+10 1.15234e+10 4.49459e+10 2.77422e+10 3.32848e+10 1.1045e+10 2.95252e+10 2.13702e+10 3.36709e+10 3.50702e+10 1.93753e+10 3.75734e+10 3.61315e+10 5.47146e+10 2.11885e+10 2.83077e+10 4.93641e+10
84 5.90012e+10 1.63157e+10 5.02602e+10 2.19513e+10 3.39967e+10 8.67073e+09 3.50553e+10 1.84417e+10 2.24426e+10 2.45462e+10 1.76834e+10 4.31419e+10 4.06406e+10 6.15539e+10 2.36327e+10 3.15437e+10 4.82385e+10
85 5.22455e+10 1.31682e+10 3.72743e+10 1.25042e+10 2.81093e+10 1.36821e+10 3.56282e+10 1.80373e+10 2.26516e+10 1.33256e+10 1.23541e+10 2.42018e+10 3.75868e+10 7.03478e+10 1.7839e+10 3.01063e+10 3.04058e+10
86 5.93285e+10 1.45871e+10 8.28351e+09 1.56552e+10 2.01895e+10 1.78774e+10 3.98707e+10 2.04776e+10 1.36781e+10 1.07022e+10 1.81465e+10 1.86414e+10 2.32963e+10 6.94531e+10 3.31981e+10 2.23037e+10 3.76582e+10
87 4.05246e+10 2.97152e+10 1.93446e+10 2.07677e+10 1.19815e+10 1.4367e+10 3.97173e+10 3.33928e+10 7.90648e+09 1.71722e+10 2.54162e+10 1.73243e+10 1.64248e+10 5.92945e+10 3.21391e+10 4.62935e+10 2.26804e+10
88 3.96233e+10 2.08385e+10 1.44261e+10 1.73989e+10 2.23974e+10 2.39393e+10 2.21138e+10 3.22603e+10 8.35108e+09 2.36381e+10 2.70402e+10 1.50483e+10 3.5525e+10 5.3435e+10 2.83079e+10 6.52602e+10 2.56746e+10
89 2.92664e+10 2.09123e+10 1.14217e+10 3.92467e+09 5.88482e+10 2.05405e+10 1.49238e+10 3.53134e+10 1.03991e+10 1.8432e+10 2.95759e+10 1.39047e+10 3.35797e+10 3.84317e+10 3.72993e+10 7.43253e+10 3.94007e+10
90 3.01638e+10 1.1719e+10 9.51028e+09 2.4152e+10 7.96014e+10 1.34508e+10 2.29083e+10 3.35107e+10 1.00464e+10 2.83128e+10 3.02682e+10 2.3389e+10 2.70053e+10 2.70502e+10 3.91135e+10 7.9738e+10 5.57229e+10
91 5.4975e+10 1.50672e+10 1.93357e+10 3.25035e+10 9.0568e+10 1.71535e+10 2.4683e+10 3.42364e+10 1.43097e+10 2.90653e+10 3.11132e+10 2.75158e+10 3.02524e+10 3.82303e+10 4.19117e+10 6.11054e+10 4.38505e+10
92 6.51038e+10 1.96874e+10 2.416e+10 3.16029e+10 8.70928e+10 1.816e+10 2.43086e+10 3.04174e+10 5.33603e+09 8.48247e+09 2.95253e+10 2.93651e+10 3.10193e+10 4.54314e+10 4.74232e+10 2.6714e+10 2.49299e+10
93 3.94374e+10 1.82713e+10 8.22015e+09 2.15854e+10 7.08634e+10 3.52113e+10 1.80219e+10 2.01656e+10 1.10934e+10 1.19596e+10 5.90336e+09 5.33879e+10 4.6811e+10 4.17624e+10 3.41451e+10 2.99591e+10 1.53526e+10
94 2.26568e+10 2.07873e+10 2.27387e+10 1.70189e+10 6.23024e+10 3.47558e+10 1.92565e+10 2.04569e+10 7.47202e+09 1.91528e+10 3.28573e+10 9.29808e+09 4.72297e+10 3.36863e+10 4.95162e+10 3.78645e+10 1.26855e+10
